url,source,label,headline,origin
,NBC,1,God and bitcoin: Why some Christians are putting their faith in cryptocurrency,nbc_business.html
,NBC,1,The church of crypto,nbc_business.html
,NBC,1,House Republicans pass DHS funding bill that Senate Democrats call 'dead on arrival',nbc_business.html
,NBC,1,House Republicans pass DHS funding bill that Democrats call 'dead on arrival' in the Senate,nbc_business.html
,NBC,1,Markets plunge and U.S. oil hits $100 as Trump's attempt to reassure Wall Street fails,nbc_business.html
,NBC,1,Markets plunge and U.S. oil hits $100 as Trump's ability to reassure Wall Street hits its limit,nbc_business.html
,NBC,1,Concerns about insider trading on the Iran war are growing. Can anyone police the bets?,nbc_business.html
,NBC,1,Insider trading concerns around oil and military moves are on the rise. Can anyone police the bets?,nbc_business.html
,NBC,1,Savannah Guthrie returning to 'TODAY' in April,nbc_business.html
,NBC,1,"Senate agrees to fund DHS, except ICE and CBP, in bid to end extreme airport delays",nbc_business.html
,NBC,1,Judge blocks Pentagon's Anthropic blacklisting for now,nbc_business.html
,NBC,1,Judge blocks Trump administration from limiting Anthropic's contracts with federal government,nbc_business.html
,NBC,1,FAA probing close call involving United Airlines plane and Black Hawk helicopter in Calif.,nbc_business.html
,NBC,1,FAA investigating close call involving United Airlines plane and Black Hawk helicopter in California,nbc_business.html
,NBC,1,Nasdaq moves into correction territory as Iran war weighs on markets,nbc_business.html
,NBC,1,Savannah Guthrie feared her mother may have been targeted because of her fame,nbc_business.html
,NBC,1,Jury finds Meta and YouTube negligent in landmark lawsuit on social media safety,nbc_business.html
,NBC,1,Savannah Guthrie says family is 'in agony' in first interview since her mother's disappearance,nbc_business.html
,NBC,1,"Stocks rally, oil prices fall amid talk of Iran ceasefire",nbc_business.html
,NBC,1,"At least 40% of Russia's oil export capacity halted, Reuters calculations show",nbc_business.html
,NBC,1,United Airlines just announced new 'relax row' seating for long-haul flights. What it means.,nbc_business.html
,NBC,1,What we know about the LaGuardia plane and fire truck crash,nbc_business.html
,NBC,1,Delta suspends specialty services for members of Congress amid shutdown-driven TSA delays,nbc_business.html
,NBC,1,Senate Republicans believe they have a solution to reopen DHS and end airport chaos,nbc_business.html
,NBC,1,"Trump backs off escalation, but Iran war goes on amid 'productive' talks",nbc_business.html
,NBC,1,"Photos from the 152nd Kentucky Derby: The best day in horse racing, the 'sport of kings'",nbc_business.html
,NBC,1,Supreme Court asked to pause ruling blocking telehealth and mail access to abortion pills,nbc_business.html
,NBC,1,"Alex Zanardi, racing champ who won Paralympic golds between life-altering accidents, dies",nbc_business.html
,NBC,1,"Alex Zanardi, auto racing champ who won Paralympic golds between life-altering accidents, dies at 59",nbc_business.html
,NBC,1,"Musk v. Altman, Week 1: What you didn't see inside the courtroom",nbc_business.html
,NBC,1,Kentucky Derby on Twitter / X,nbc_business.html
,NBC,1,"Kentucky Derby 2026 live updates: Horses to watch, start time, past winners and more",nbc_business.html
,NBC,1,Israeli airstrikes on southern Lebanon kill 7 despite ceasefire,nbc_business.html
,NBC,1,"Europe rattled by 'disastrous trend' as Trump pulls 5,000 troops out of Germany",nbc_business.html
,NBC,1,What happens when a Chinese humanoid robot visits your house,nbc_business.html
,NBC,1,Humpback whale 'Timmy' released in the North Sea after weeks stranded off Germany,nbc_business.html
,NBC,1,"Boy, 14, shot dead by Israeli settlers in West Bank amid escalation in violence",nbc_business.html
,NBC,1,AI finds signs of pancreatic cancer before tumors develop,nbc_business.html
,NBC,1,"Iranian proposal rejected by Trump would open strait before talks, Iran official says",nbc_business.html
,NBC,1,"Iranian proposal rejected by Trump would open strait before nuclear talks, Iran official says",nbc_business.html
,NBC,1,"King Charles III cracks some jokes, and a congressional map gets thrown out: The news quiz",nbc_business.html
,NBC,1,"2026 Kentucky Derby guide: Time, TV channels, betting favorites and more",nbc_business.html
,NBC,1,"2026 Kentucky Derby guide: Date, location, time, TV channels, betting favorites and more",nbc_business.html
,NBC,1,How Tom Steyer unexpectedly won over progressives in California's governor race,nbc_business.html
,NBC,1,"Narges Mohammadi, imprisoned Iranian Nobel laureate, hospitalized after a health crisis",nbc_business.html
,NBC,1,Israel strikes in southern Lebanon kill 10 as a Hezbollah drone wounds 2 Israeli soldiers,nbc_business.html
,NBC,1,Israel strikes in southern Lebanon kill 10 people as a Hezbollah drone wounds 2 Israeli soldiers,nbc_business.html
,NBC,1,Trump endorses Rep. Andy Barr in Kentucky Senate primary,nbc_business.html
,NBC,1,Appeals court blocks access to abortion pills via telehealth and mail nationwide,nbc_business.html
,NBC,1,Anger and despair among Jewish Britons after spate of attacks,nbc_business.html
,NBC,1,Is NeeDoh the new Labubu? Here’s why everyone is obsessed with these viral squishies,nbc_business.html
,NBC,1,The Tretinoin skin care guide I wish I had years ago,nbc_business.html
,NBC,1,I’ve used Tretinoin for 6 years — this is the skin care guide I wish I had as a beginner,nbc_business.html
,NBC,1,The best braiding hair for all your summer styles,nbc_business.html
,NBC,1,"The best braiding hair for your summer style, according to braiding experts",nbc_business.html
,NBC,1,"Prime Day 2026: It’s officially happening, and it’s earlier than you think — here’s what to know",nbc_business.html
,NBC,1,Just announced: Prime Day 2026 is happening in June — here’s what we know so far,nbc_business.html
,NBC,1,Culture & Trends: Latest Headlines and Video Reports on Pop Culture,nbc_culture.html
,NBC,1,Spotify wants to help listeners better identify AI-generated music,nbc_culture.html
,NBC,1,See the New Trailer for the Upcoming Martin Short Documentary,nbc_culture.html
,NBC,1,'The Devil Wears Prada 2' Is on Track to Outperform the Original,nbc_culture.html
,NBC,1,"Met Gala 2026: What to Know About the Theme, Co-Chairs, More",nbc_culture.html
,NBC,1,The story 'Michael' doesn’t tell,nbc_culture.html
,NBC,1,Age verification is coming for the internet — and it's already raising red flags,nbc_culture.html
,NBC,1,Double-edged sword,nbc_culture.html
,NBC,1,The AI fruit drama on TikTok that's too juicy to pass up,nbc_culture.html
,NBC,1,High fiber content,nbc_culture.html
,NBC,1,Michelle Collins is looking for love! See which contestant she picks,nbc_culture.html
,NBC,1,Church of Scientology blasts TikTok 'speed running' trend as viral videos circulate,nbc_culture.html
,NBC,1,Chanel dives feet first into new sandal design that exposes more than just toes,nbc_culture.html
,NBC,1,Justin Baldoni's and Blake Lively's legal teams hash out details ahead of trial,nbc_culture.html
,NBC,1,"Jane Fonda free speech group to ABC: Resist Trump, keep Kimmel",nbc_culture.html
,NBC,1,Jane Fonda's free speech group urges ABC to resist Trump's demand to fire Jimmy Kimmel,nbc_culture.html
,NBC,1,Taylor Swift files to trademark her voice and likeness in era of AI deepfakes,nbc_culture.html
,NBC,1,"Reese Witherspoon, Sandra Bullock and Hollywood's cautious embrace of AI",nbc_culture.html
,NBC,1,The 'Mormon Wives' are headed west. A new spinoff and cast announced,nbc_culture.html
,NBC,1,Former MrBeast staffer accuses his company of sexism and parental leave violations,nbc_culture.html
,NBC,1,Former MrBeast staffer accuses YouTuber's company of sexism and leave violations,nbc_culture.html
,NBC,1,Brazilian fitness influencer drowns during Ironman triathlon in Texas,nbc_culture.html
,NBC,1,Sabrina Carpenter brings out surprise guest Madonna for Coachella set,nbc_culture.html
,NBC,1,"Pop Princess, meet the Queen of Pop: Sabrina Carpenter brings out surprise guest Madonna for Coachella set",nbc_culture.html
,NBC,1,From 'Dune 3' to a 'Social Network' sequel: The buzziest titles teased at CinemaCon,nbc_culture.html
,NBC,1,CinemaCon's elephant in the room: The Paramount–Warner Bros. Discovery merger,nbc_culture.html
,NBC,1,No charges to be filed against Taylor Frankie Paul's ex-boyfriend in Utah case,nbc_culture.html
,NBC,1,"In 'Lorne' doc, 'SNL' creator doesn't seem keen to retire (yet)",nbc_culture.html
,NBC,1,"Influencer Clavicular hospitalized after suspected overdose in Miami, rep says",nbc_culture.html
,NBC,1,"Controversial influencer Clavicular hospitalized after suspected overdose in Miami, rep says",nbc_culture.html
,NBC,1,"The apparent feud between Alex Cooper and Alix Earle, explained",nbc_culture.html
,NBC,1,AI-generated Val Kilmer applauded at Cinemacon during 'As Deep as the Grave' preview,nbc_culture.html
,NBC,1,Family disputes suicide claim after influencer dies on vacation with fiancé,nbc_culture.html
,NBC,1,Family of influencer who died following 'misunderstanding' with fiancé disputes police claim of suicide,nbc_culture.html
,NBC,1,'Real Housewives of Miami' star Lisa Hochstein turns herself in after she's accused of spying,nbc_culture.html
,NBC,1,"'Real Housewives of Miami' star Lisa Hochstein, accused of spying on her ex-husband, turns herself in",nbc_culture.html
,NBC,1,Kanye West postpones France show after officials said he was 'not welcome',nbc_culture.html
,NBC,1,"Britney Spears encouraged by people close to her to get help after arrest, source says",nbc_culture.html
,NBC,1,YouTube clips and a bare stage: How Justin Bieber captivated Coachella,nbc_culture.html
,NBC,1,YouTube clips and a bare stage: How Justin Bieber captivated Coachella — and the internet,nbc_culture.html
,NBC,1,Justin Baldoni seeks to block Jenny Slate and Colleen Hoover evidence in Blake Lively trial,nbc_culture.html
,NBC,1,'Summer House' star Amanda Batula apologizes amid West Wilson relationship backlash,nbc_culture.html
,NBC,1,Kanye West blocked from entering U.K. to headline music festival over antisemitic comments,nbc_culture.html
,NBC,1,Kanye West blocked from entering Britain to headline music festival after backlash over antisemitic comments,nbc_culture.html
,NBC,1,Dakota Mortensen will be cut from upcoming season of 'Vanderpump Villa',nbc_culture.html
,NBC,1,"Blake Lively-Justin Baldoni legal battle narrows, but retaliation claims still in play",nbc_culture.html
,NBC,1,'The Drama' courts controversy over major plot twist,nbc_culture.html
,NBC,1,Judge dismisses most claims in Blake Lively's lawsuit against Justin Baldoni,nbc_culture.html
,NBC,1,Gen Z slang is reshaping linguistics in real time — with Black culture's influence,nbc_culture.html
,NBC,1,Appreciation or appropriation? How Black culture is shaping Gen Z slang,nbc_culture.html
,NBC,1,'Summer House' scandal: What to know about Amanda Batula and West Wilson's romance,nbc_culture.html
,NBC,1,Taylor Swift sued by Las Vegas showgirl for trademark infringement,nbc_culture.html
,NBC,1,"Barbie's dream fest? More like a nightmare warehouse, event attendees say",nbc_culture.html
,NBC,1,Taylor Frankie Paul video reignites fevered online discourse around domestic violence,nbc_culture.html
,NBC,1,On the Lot: The Michael Jackson legacy war,nbc_culture.html
,NBC,1,Composer behind 'The Lion King' opening vocals sues comedian for $27M over joke,nbc_culture.html
,NBC,1,Composer behind 'The Lion King' opening vocals sues comedian for $27M over 'Circle of Life' joke,nbc_culture.html
,NBC,1,The Oscars is moving from Hollywood to downtown L.A. in 2029,nbc_culture.html
,NBC,1,The Oscars ceremony is moving from Hollywood to downtown L.A. in 2029,nbc_culture.html
,NBC,1,"Watch parties, sequins and sing-alongs: Fans celebrate 'Hannah Montana' special",nbc_culture.html
,NBC,1,'Secret Lives of Mormon Wives' castmates speak out as Taylor Frankie Paul fallout unfolds,nbc_culture.html
,NBC,1,‘Secret Lives of Mormon Wives’ castmates speak out amid Taylor Frankie Paul fallout,nbc_culture.html
,NBC,1,'Secret Lives of Mormon Wives' cast raised Taylor Frankie Paul concerns with ABC executives,nbc_culture.html
,NBC,1,'Secret Lives of Mormon Wives' cast raised Taylor Frankie Paul concerns at meeting with ABC executives,nbc_culture.html
,NBC,1,The biggest takeaways from the 'Hannah Montana 20th Anniversary Special',nbc_culture.html
,NBC,1,On the Lot: Why ABC broke up with its 'Bachelorette',nbc_culture.html
